o_zone_id,o_zone_name,d_zone_id,d_zone_name,accessibility,volume,geometry
1,A1,1,A1,0.0,0,"LINESTRING (-76.9587341 39.0042444,-76.9587341 39.0042444)"
1,A1,2,A2,0.6599806088146846,1,"LINESTRING (-76.9587341 39.0042444,-76.9503641 39.004215)"
1,A1,3,A3,1.0180719549122683,1,"LINESTRING (-76.9587341 39.0042444,-76.9458226 39.0042585)"
1,A1,4,A4,1.5667158813124724,1,"LINESTRING (-76.9587341 39.0042444,-76.938865 39.0041113)"
1,A1,5,A5,2.104813603146472,1,"LINESTRING (-76.9587341 39.0042444,-76.9320402 39.0042393)"
1,A1,6,A6,2.5585975054543484,0,"LINESTRING (-76.9587341 39.0042444,-76.92639 39.00685)"
1,A1,7,B1,0.26795651424925265,1,"LINESTRING (-76.9587341 39.0042444,-76.9571728 39.001226)"
1,A1,8,B2,0.731410757892976,1,"LINESTRING (-76.9587341 39.0042444,-76.9500729 39.0009237)"
1,A1,9,B3,0.9827957376588305,1,"LINESTRING (-76.9587341 39.0042444,-76.9467768 39.0007265)"
1,A1,10,B4,1.6118771418913524,1,"LINESTRING (-76.9587341 39.0042444,-76.9388135 38.9996556)"
1,A1,11,B5,2.149970913890457,1,"LINESTRING (-76.9587341 39.0042444,-76.9317973 39.0000165)"
1,A1,12,B6,2.567277942759953,0,"LINESTRING (-76.9587341 39.0042444,-76.92639 39.00051)"
1,A1,13,C1,0.9660643210565077,1,"LINESTRING (-76.9587341 39.0042444,-76.9583657 38.991998)"
1,A1,14,C2,1.1011852059160745,1,"LINESTRING (-76.9587341 39.0042444,-76.950196 38.9931928)"
1,A1,15,C3,1.3958725941620023,1,"LINESTRING (-76.9587341 39.0042444,-76.9449873 38.9930902)"
1,A1,16,C4,1.752602642030682,1,"LINESTRING (-76.9587341 39.0042444,-76.9394844 38.9931318)"
1,A1,17,C5,2.314573117042848,1,"LINESTRING (-76.9587341 39.0042444,-76.9312268 38.993997)"
1,A1,18,C6,2.6711849229149087,0,"LINESTRING (-76.9587341 39.0042444,-76.92639 38.99417)"
1,A1,19,D1,1.3427544046113182,1,"LINESTRING (-76.9587341 39.0042444,-76.9581289 38.9872259)"
1,A1,20,D2,1.448478068224686,1,"LINESTRING (-76.9587341 39.0042444,-76.9504894 38.9878285)"
1,A1,21,D3,1.6702667530775155,1,"LINESTRING (-76.9587341 39.0042444,-76.9453132 38.9878556)"
1,A1,22,D4,1.9709307244568803,1,"LINESTRING (-76.9587341 39.0042444,-76.9393805 38.9884256)"
1,A1,23,D5,2.3632456125121872,1,"LINESTRING (-76.9587341 39.0042444,-76.9335655 38.9879709)"
1,A1,24,D6,2.527603645383151,1,"LINESTRING (-76.9587341 39.0042444,-76.9295583 38.9909648)"
1,A1,25,E1,1.8114608063444613,1,"LINESTRING (-76.9587341 39.0042444,-76.9569494 38.9813403)"
1,A1,26,E2,1.9292732891072826,1,"LINESTRING (-76.9587341 39.0042444,-76.952218 38.9806604)"
1,A1,27,E3,2.12779050434212,1,"LINESTRING (-76.9587341 39.0042444,-76.9451294 38.9809395)"
1,A1,28,E4,2.4303379423782454,1,"LINESTRING (-76.9587341 39.0042444,-76.9386204 38.9808895)"
1,A1,29,E5,2.7417475541613334,1,"LINESTRING (-76.9587341 39.0042444,-76.9328878 38.9809842)"
1,A1,30,E6,2.927036940572325,1,"LINESTRING (-76.9587341 39.0042444,-76.9280749 38.9833154)"
1,A1,31,F1,2.1206816097189725,1,"LINESTRING (-76.9587341 39.0042444,-76.9566495 38.9774302)"
1,A1,32,F2,2.174700955007144,1,"LINESTRING (-76.9587341 39.0042444,-76.9524547 38.9773885)"
1,A1,33,F3,2.37615919837863,1,"LINESTRING (-76.9587341 39.0042444,-76.9451268 38.9773563)"
1,A1,34,F4,2.653369206695057,1,"LINESTRING (-76.9587341 39.0042444,-76.9384331 38.977407)"
1,A1,35,F5,2.947328432598542,1,"LINESTRING (-76.9587341 39.0042444,-76.9327955 38.9773302)"
1,A1,36,F6,3.1139114418933294,1,"LINESTRING (-76.9587341 39.0042444,-76.9294298 38.977771)"
1,A1,37,Gate1,2.337642443420662,1,"LINESTRING (-76.9587341 39.0042444,-76.96443 38.97515)"
1,A1,38,Gate2,1.849541912627841,1,"LINESTRING (-76.9587341 39.0042444,-76.96443 38.98149)"
1,A1,39,Gate3,1.369984086191752,1,"LINESTRING (-76.9587341 39.0042444,-76.96443 38.98783)"
1,A1,40,Gate4,0.9125379569263813,1,"LINESTRING (-76.9587341 39.0042444,-76.96443 38.99417)"
1,A1,41,Gate5,0.5370406556347153,1,"LINESTRING (-76.9587341 39.0042444,-76.96443 39.00051)"
1,A1,42,Gate6,0.4938803755370954,1,"LINESTRING (-76.9587341 39.0042444,-76.96443 39.00685)"
1,A1,43,Gate7,0.7071868128704242,0,"LINESTRING (-76.9587341 39.0042444,-76.95809 39.01319)"
1,A1,44,Gate8,0.8948761879270768,1,"LINESTRING (-76.9587341 39.0042444,-76.95175 39.01319)"
1,A1,45,Gate9,1.265429417906604,1,"LINESTRING (-76.9587341 39.0042444,-76.94541 39.01319)"
1,A1,46,Gate10,1.7034194575171109,1,"LINESTRING (-76.9587341 39.0042444,-76.93907 39.01319)"
1,A1,47,Gate11,2.1683593109441186,1,"LINESTRING (-76.9587341 39.0042444,-76.93273 39.01319)"
1,A1,48,Gate12,2.6460809456677374,0,"LINESTRING (-76.9587341 39.0042444,-76.92639 39.01319)"
1,A1,49,Gate13,3.0571557829390352,0,"LINESTRING (-76.9587341 39.0042444,-76.92005 39.00685)"
1,A1,50,Gate14,3.0644243050893176,1,"LINESTRING (-76.9587341 39.0042444,-76.92005 39.00051)"
1,A1,51,Gate15,3.151984958506036,1,"LINESTRING (-76.9587341 39.0042444,-76.92005 38.99417)"
1,A1,52,Gate16,3.3134785425947113,1,"LINESTRING (-76.9587341 39.0042444,-76.92005 38.98783)"
1,A1,53,Gate17,3.538797669037889,1,"LINESTRING (-76.9587341 39.0042444,-76.92005 38.98149)"
1,A1,54,Gate18,3.8166550602718408,0,"LINESTRING (-76.9587341 39.0042444,-76.92005 38.97515)"
1,A1,55,Gate19,3.782943362798534,0,"LINESTRING (-76.9587341 39.0042444,-76.92639 38.96881)"
1,A1,56,Gate20,3.465645425670904,1,"LINESTRING (-76.9587341 39.0042444,-76.93273 38.96881)"
1,A1,57,Gate21,3.1953957444052996,1,"LINESTRING (-76.9587341 39.0042444,-76.93907 38.96881)"
1,A1,58,Gate22,2.985000456753576,1,"LINESTRING (-76.9587341 39.0042444,-76.94541 38.96881)"
1,A1,59,Gate23,2.847756925517785,1,"LINESTRING (-76.9587341 39.0042444,-76.95175 38.96881)"
1,A1,60,Gate24,2.7944640458258614,0,"LINESTRING (-76.9587341 39.0042444,-76.95809 38.96881)"
2,A2,1,A1,0.6599806088146846,1,"LINESTRING (-76.9503641 39.004215,-76.9587341 39.0042444)"
