poi_type_id,building,unit_of_measure,trip_purpose,production_rate1,attraction_rate1,production_notes,attraction_notes
0,parking,"1,000 Sq. Ft. GFA",1,0.43,0.1,1,1
1,yes,"1,000 Sq. Ft. GFA",1,1.0,1.0,1,1
2,public_building,"1,000 Sq. Ft. GFA",1,0.1,0.1,1,1
3,college,"1,000 Sq. Ft. GFA",1,1.17,1.17,1,1
4,bicycle_parking,"1,000 Sq. Ft. GFA",1,0.43,0.1,1,1
5,public,"1,000 Sq. Ft. GFA",1,0.11,0.11,1,1
6,library,"1,000 Sq. Ft. GFA",1,0.1,1.17,1,1
