name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2,activity_zone_id
?t????????K??,33,371670870.0,,yes,,,"POLYGON ((132.7114882 34.4001568, 132.711618 34.400159, 132.7116235 34.399941, 132.7117433 34.399943, 132.7117476 34.3997702, 132.7116991 34.3997694, 132.7117136 34.399195, 132.7115017 34.3991913, 132.7115007 34.3992337, 132.7114903 34.3992335, 132.7114732 34.3999079, 132.7115274 34.3999089, 132.7115266 34.3999411, 132.7115741 34.3999419, 132.711573 34.3999848, 132.7114926 34.3999834, 132.7114882 34.4001568))",POINT (132.7115952 34.399639),2011.6,21652.3,7
???u???? ????,1,180575018.0,,college,,,"POLYGON ((132.7146291 34.402916, 132.7151821 34.402909, 132.7151852 34.4032423, 132.7149573 34.4032446, 132.7149617 34.4033511, 132.7148634 34.403353, 132.7148571 34.4032471, 132.7146291 34.4032449, 132.7146291 34.402916))",POINT (132.714907 34.4030908),1985.1,21367.6,5
,16,371670836.0,,parking,,,"POLYGON ((132.7106438 34.3983185, 132.7110828 34.3983174, 132.7110273 34.3978721, 132.7109033 34.3976931, 132.7107871 34.3978721, 132.7108245 34.3978966, 132.7108013 34.397953, 132.7107367 34.397936, 132.7106179 34.3981075, 132.7106541 34.3981555, 132.7106438 34.3983185))",POINT (132.710869 34.3980823),1913.2,20593.9,7
???????^,120,397766429.0,,yes,,,"POLYGON ((132.7091406 34.3997517, 132.7097645 34.3997358, 132.7097534 34.3994382, 132.7091295 34.3994541, 132.7091406 34.3997517))",POINT (132.709447 34.3995949),1896.0,20408.4,7
,117,397766380.0,,yes,,,"POLYGON ((132.7132955 34.3988482, 132.7133041 34.3992668, 132.7135377 34.3992636, 132.7135414 34.3994453, 132.7136783 34.3994434, 132.713666 34.398843, 132.7132955 34.3988482))",POINT (132.713502 34.3990962),1836.9,19772.2,8
,128,408288666.0,,yes,,,"POLYGON ((132.7100616 34.4049095, 132.7105604 34.4049208, 132.7105701 34.4046271, 132.7104913 34.4046253, 132.7104951 34.4045098, 132.710318 34.4045058, 132.7103149 34.404598, 132.7100722 34.4045925, 132.7100616 34.4049095))",POINT (132.7103224 34.404739),1761.2,18957.5,4
???????^,4,180591551.0,,college,,,"POLYGON ((132.7127815 34.398398, 132.713025 34.3983993, 132.713029 34.3982708, 132.7131375 34.3982711, 132.7131407 34.3981806, 132.713262 34.398181, 132.7132616 34.3979533, 132.7127826 34.3979531, 132.7127815 34.398398))",POINT (132.7129892 34.3981452),1757.7,18919.8,8
,35,371670873.0,,yes,,,"POLYGON ((132.7148445 34.3980075, 132.7148443 34.3979158, 132.7147749 34.3979159, 132.7147745 34.3977358, 132.7147984 34.3977358, 132.7147981 34.3975894, 132.7149312 34.3975892, 132.7149313 34.3976075, 132.7149759 34.3976074, 132.7149757 34.397519, 132.715682 34.397518, 132.7156822 34.3976117, 132.7156375 34.3976117, 132.7156376 34.3976554, 132.7149556 34.3976564, 132.7149559 34.3977817, 132.7150492 34.3977816, 132.7150495 34.397921, 132.7149296 34.3979212, 132.7149297 34.3979768, 132.7148675 34.3979769, 132.7148676 34.3980074, 132.7148445 34.3980075))",POINT (132.7151334 34.3976759),1739.8,18726.7,8
,244,882802906.0,,bicycle_parking,,,"POLYGON ((132.7088057 34.4033547, 132.7091963 34.4033653, 132.7092027 34.4029086, 132.7090503 34.4028307, 132.7087778 34.4031741, 132.7088057 34.4033547))",POINT (132.7090206 34.4031414),1713.7,18446.5,4
,241,882802895.0,,bicycle_parking,,,"POLYGON ((132.7101947 34.4013574, 132.7101568 34.4009837, 132.710626 34.4009807, 132.7106292 34.4012275, 132.7106296 34.4012591, 132.7105737 34.4012636, 132.7105646 34.4013618, 132.7101947 34.4013574))",POINT (132.7103954 34.4011634),1681.0,18094.1,4
,14,356928684.0,,library,,,"POLYGON ((132.713705 34.3985251, 132.7137023 34.3987884, 132.713765 34.3987888, 132.7137646 34.3988258, 132.714244 34.3988291, 132.714247 34.3985288, 132.713705 34.3985251))",POINT (132.713978 34.3986752),1634.4,17592.1,8
,265,,5519141.0,yes,,,"MULTIPOLYGON (((132.7105851 34.4039321, 132.7108965 34.4039287, 132.7108956 34.4038768, 132.7110155 34.4038755, 132.7110122 34.403673, 132.7109099 34.4036741, 132.7109078 34.4035489, 132.7106125 34.4035522, 132.7105705 34.4035526, 132.7105721 34.403627, 132.7105733 34.4037266, 132.7104995 34.4037274, 132.7105019 34.4038803, 132.7105843 34.4038794, 132.7105851 34.4039321)))",POINT (132.710756 34.4037481),1617.3,17408.5,4
??????A4??,34,371670871.0,,yes,,,"POLYGON ((132.7139942 34.3995317, 132.7139949 34.3992191, 132.7140466 34.3992192, 132.7140467 34.3991853, 132.714021 34.3991852, 132.7140211 34.3991486, 132.7136995 34.3991481, 132.7136998 34.3990137, 132.7144183 34.3990148, 132.7144182 34.3990964, 132.7143818 34.3990963, 132.7143817 34.3991508, 132.7140832 34.3991504, 132.7140831 34.3992093, 132.7141611 34.3992094, 132.7141604 34.3995319, 132.7139942 34.3995317))",POINT (132.7140619 34.399185),1539.5,16571.0,8
,73,371670924.0,,yes,,,"POLYGON ((132.7150094 34.404362, 132.7157574 34.4043578, 132.7157557 34.404158, 132.7150077 34.4041623, 132.7150094 34.404362))",POINT (132.7153826 34.40426),1518.4,16343.6,5
,151,429436394.0,,parking,,,"POLYGON ((132.7151821 34.402909, 132.7151803 34.4028153, 132.7149857 34.4026991, 132.7149092 34.402698, 132.7149096 34.4026804, 132.714866 34.4026798, 132.7148666 34.4026505, 132.7148256 34.4026368, 132.7147445 34.4026351, 132.714745 34.4026168, 132.7147091 34.4026161, 132.7147096 34.4025972, 132.7146371 34.4025958, 132.7145745 34.4025956, 132.7145747 34.4028713, 132.7145732 34.4029158, 132.7146291 34.402916, 132.7151821 34.402909))",POINT (132.7148276 34.4027853),1462.0,15737.3,5
,110,397759556.0,,yes,,,"POLYGON ((132.7096525 34.4036977, 132.710031 34.4036905, 132.7105127 34.4036972, 132.7105103 34.4036384, 132.7105079 34.4035289, 132.7100247 34.4035284, 132.709985 34.4035283, 132.7096571 34.4035279, 132.7096525 34.4036977))",POINT (132.7100821 34.4036113),1446.1,15565.4,4
,267,,12011797.0,yes,,,"MULTIPOLYGON (((132.710093 34.4032809, 132.7103902 34.4032809, 132.7103955 34.4034482, 132.7104256 34.4034465, 132.7104342 34.4034907, 132.7105002 34.4034882, 132.7105431 34.4034866, 132.7105973 34.4034845, 132.7106069 34.4034456, 132.7106305 34.4034438, 132.7106337 34.4031756, 132.7105447 34.4031783, 132.7105465 34.4031645, 132.7102504 34.4031735, 132.7099823 34.4031712, 132.709975 34.4034899, 132.7100156 34.4034892, 132.7100833 34.4034881, 132.710093 34.4032809)))",POINT (132.7103302 34.4033025),1435.0,15446.4,4
,30,371670866.0,,yes,,,"POLYGON ((132.7141133 34.4043275, 132.7142887 34.4043272, 132.7142883 34.404179, 132.7143357 34.4041789, 132.7143344 34.4037214, 132.7140797 34.4037219, 132.7140809 34.404139, 132.7141268 34.404139, 132.714127 34.404215, 132.714113 34.404215, 132.7141133 34.4043275))",POINT (132.7142081 34.4040029),1428.1,15372.0,5
??????A2??,114,397766377.0,,yes,,,"POLYGON ((132.7136417 34.4001573, 132.7144019 34.4001606, 132.7144031 34.3999764, 132.7136429 34.399973, 132.7136417 34.4001573))",POINT (132.7140224 34.4000668),1427.4,15364.9,8
,95,371670946.0,,yes,,,"POLYGON ((132.7161864 34.4051341, 132.7164499 34.405157, 132.7164357 34.4046069, 132.7161897 34.4045954, 132.716198 34.4047343, 132.7161965 34.4049227, 132.7161864 34.4051341))",POINT (132.7163188 34.4048772),1375.7,14808.4,5
???u??????????????,9,180592780.0,,college,,,"POLYGON ((132.710933 34.4004743, 132.7112226 34.4004676, 132.711228 34.4007133, 132.7112727 34.4007376, 132.7113022 34.4007686, 132.7113058 34.400804, 132.7113022 34.4008527, 132.7112843 34.4008859, 132.7112548 34.4009058, 132.7112092 34.4009147, 132.7111744 34.4009213, 132.7111288 34.4009103, 132.7110993 34.4008992, 132.7110778 34.4008837, 132.7110617 34.4008549, 132.7109303 34.4008527, 132.710933 34.4004743))",POINT (132.7111006 34.4006911),1360.4,14643.3,4
,149,429436392.0,,parking,,,"POLYGON ((132.7129366 34.4028444, 132.7128566 34.4028457, 132.7128425 34.4027537, 132.7127209 34.4025171, 132.7128079 34.402498, 132.7129347 34.4025012, 132.7129872 34.4024917, 132.7131672 34.4024935, 132.7131673 34.4025567, 132.7131598 34.4028502, 132.7129366 34.4028444))",POINT (132.7129802 34.4026593),1309.2,14092.0,5
,18,371670849.0,,parking,,,"POLYGON ((132.7123 34.3943239, 132.7127885 34.3943212, 132.7127863 34.3940597, 132.7122979 34.3940624, 132.7123 34.3943239))",POINT (132.7125432 34.3941918),1302.2,14016.3,11
,40,371670880.0,,yes,,,"POLYGON ((132.7166881 34.4012511, 132.7167853 34.4011897, 132.7160919 34.4004428, 132.715964 34.4005017, 132.7166881 34.4012511))",POINT (132.7163723 34.400836),1295.6,13945.2,5
,125,408288646.0,,yes,,,"POLYGON ((132.7158683 34.4005477, 132.715964 34.4005017, 132.7160919 34.4004428, 132.7161235 34.4004231, 132.7157999 34.4000706, 132.7155651 34.4002174, 132.7158683 34.4005477))",POINT (132.7158412 34.4003145),1292.4,13910.8,8
,108,397759548.0,,yes,,,"POLYGON ((132.7103197 34.3996061, 132.7109925 34.3996109, 132.7109944 34.399426, 132.7103217 34.3994211, 132.7103197 34.3996061))",POINT (132.710657 34.399516),1271.1,13682.0,7
????????????????????????????????,266,,6485328.0,yes,,,"MULTIPOLYGON (((132.7156449 34.4019812, 132.7160807 34.401986, 132.7160833 34.4018208, 132.7156476 34.4018161, 132.7156449 34.4019812)), ((132.7161085 34.4019863, 132.7161141 34.4017803, 132.716341 34.4017845, 132.7163373 34.4019215, 132.7163802 34.4019223, 132.7163782 34.4019955, 132.7163188 34.4019944, 132.7163181 34.4020194, 132.7162574 34.4020183, 132.7162582 34.401989, 132.7161085 34.4019863)))",POINT (132.7160193 34.4018981),1262.8,13592.2,5
,83,371670934.0,,yes,,,"POLYGON ((132.7109575 34.4035908, 132.7117 34.4035815, 132.7117228 34.4034237, 132.7109482 34.4034324, 132.7109575 34.4035908))",POINT (132.7113318 34.4035065),1222.7,13160.6,4
?????????????^,3,180591172.0,,college,,,"POLYGON ((132.7111796 34.3983806, 132.7111903 34.3979778, 132.711329 34.3979778, 132.7113352 34.3980265, 132.7113995 34.398031, 132.7115658 34.3981637, 132.7115658 34.398301, 132.711421 34.3983054, 132.7114148 34.3983851, 132.7111796 34.3983806))",POINT (132.7113437 34.3981934),1214.3,13070.5,7
,104,371670956.0,,yes,,,"POLYGON ((132.7113447 34.4063428, 132.7116885 34.4063402, 132.7116856 34.4060773, 132.7111433 34.4060814, 132.7111445 34.4061965, 132.7112476 34.4061957, 132.7112483 34.4062545, 132.7113447 34.4062538, 132.7113447 34.4063428))",POINT (132.7114525 34.4061969),1212.2,13048.4,1
?|???????^,5,180591625.0,,college,,,"POLYGON ((132.7136259 34.4016074, 132.7139665 34.4014746, 132.7138137 34.401209, 132.7137842 34.4012157, 132.7137547 34.4011625, 132.7136688 34.4011869, 132.7137028 34.4012444, 132.7135642 34.4012953, 132.7136062 34.4013706, 132.7134703 34.4014215, 132.7135391 34.4015543, 132.7135803 34.401541, 132.7136259 34.4016074))",POINT (132.7137195 34.4014044),1199.7,12913.2,5
?????????????????_?k???????` ?????????`???t?????T,121,397766430.0,,yes,,,"POLYGON ((132.7161563 34.4026347, 132.7163847 34.402633, 132.7163811 34.4023142, 132.7158105 34.4023186, 132.7158119 34.4024475, 132.7161542 34.4024449, 132.7161563 34.4026347))",POINT (132.7161606 34.4024395),1192.6,12836.7,5
,86,371670937.0,,yes,,,"POLYGON ((132.710213 34.4001427, 132.7108638 34.4001402, 132.7108527 34.399956, 132.7102085 34.3999662, 132.710213 34.4001427))",POINT (132.7105368 34.4000514),1190.5,12814.3,7
,78,371670929.0,,yes,,,"POLYGON ((132.7162091 34.4039314, 132.7166236 34.4039269, 132.7166191 34.4036472, 132.7162046 34.4036517, 132.7162091 34.4039314))",POINT (132.7164141 34.4037893),1181.3,12715.4,5
?t????????L??,144,429436384.0,,yes,,,"POLYGON ((132.7117467 34.3990784, 132.7117538 34.3988374, 132.7114482 34.3988312, 132.7114465 34.398887, 132.7113722 34.3988855, 132.7113693 34.398984, 132.7113294 34.3989832, 132.7113251 34.3991295, 132.7117068 34.3991372, 132.7117086 34.3990776, 132.7117467 34.3990784))",POINT (132.7115506 34.3989897),1159.9,12485.4,7
?????????????^,7,180591830.0,,college,,,"POLYGON ((132.7111216 34.4028468, 132.711498 34.40297, 132.7116142 34.4027073, 132.7112522 34.4025789, 132.7111216 34.4028468))",POINT (132.7113702 34.402776),1158.2,12466.3,4
?t????????C??,62,371670906.0,,yes,,,"POLYGON ((132.710512 34.3993453, 132.7108966 34.3993477, 132.7108992 34.3990664, 132.7105145 34.399064, 132.710512 34.3993453))",POINT (132.7107056 34.3992058),1103.0,11872.5,7
,68,371670914.0,,yes,,,"POLYGON ((132.7152101 34.4037115, 132.7159616 34.4037115, 132.7159616 34.4035687, 132.7152101 34.4035687, 132.7152101 34.4037115))",POINT (132.7155859 34.4036401),1095.2,11789.0,5
,20,371670854.0,,parking,,,"POLYGON ((132.7156692 34.3988769, 132.7158693 34.3989164, 132.7160151 34.3984135, 132.715815 34.398374, 132.7156692 34.3988769))",POINT (132.7158422 34.3986452),1085.7,11686.2,8
,94,371670945.0,,yes,,,"POLYGON ((132.7132887 34.4042582, 132.7139191 34.4042564, 132.7140781 34.404256, 132.7140779 34.4041883, 132.7140316 34.4041884, 132.7140224 34.4041136, 132.7132881 34.4041234, 132.7132887 34.4042582))",POINT (132.7136739 34.4041889),1076.0,11582.0,5
,44,371670884.0,,yes,,,"POLYGON ((132.7150656 34.398878, 132.7154989 34.3988764, 132.7154989 34.398639, 132.7151831 34.3986327, 132.7150642 34.3986332, 132.7150656 34.398878))",POINT (132.7152807 34.3987561),1071.9,11538.1,8
,69,371670915.0,,yes,,,"POLYGON ((132.7149706 34.4009812, 132.7151459 34.4009809, 132.7151441 34.4003887, 132.7149688 34.4003891, 132.7149706 34.4009812))",POINT (132.7150574 34.400685),1057.0,11377.2,5
???????????????????????????`?????^??,107,371670959.0,,yes,,,"POLYGON ((132.7152302 34.4017615, 132.7151161 34.4017574, 132.7151159 34.4017239, 132.7149119 34.4017247, 132.7149124 34.4018049, 132.7148755 34.4018051, 132.7148759 34.4018738, 132.7149169 34.4018736, 132.7149171 34.4019031, 132.715117 34.4019023, 132.7151168 34.4018724, 132.7152306 34.4018724, 132.7152307 34.4019227, 132.7154761 34.4019222, 132.7154754 34.401716, 132.7152301 34.4017166, 132.7152302 34.4017615))",POINT (132.715199 34.4018173),1042.8,11224.8,5
???`?????????????????g????,157,436823208.0,,yes,,,"POLYGON ((132.7123918 34.3979375, 132.712542 34.3979308, 132.7125742 34.3980636, 132.7125689 34.3983779, 132.7123462 34.3983779, 132.7123382 34.398057, 132.7123918 34.3979375))",POINT (132.7124581 34.3981635),990.5,10661.2,8
,237,679993890.0,,bicycle_parking,,,"POLYGON ((132.7114347 34.4003932, 132.7117298 34.400391, 132.7117298 34.4007185, 132.7114347 34.400723, 132.7114347 34.4003932))",POINT (132.7115821 34.4005564),987.8,10632.5,4
,82,371670933.0,,yes,,,"POLYGON ((132.7149578 34.3998355, 132.7154717 34.3998291, 132.7154682 34.399642, 132.7149543 34.3996484, 132.7149578 34.3998355))",POINT (132.715213 34.3997387),983.0,10581.4,8
,118,397766381.0,,yes,,,"POLYGON ((132.7142636 34.4013885, 132.7144307 34.4013879, 132.7144289 34.401067, 132.713977 34.4010687, 132.7139778 34.4012161, 132.7142626 34.401215, 132.7142636 34.4013885))",POINT (132.7142468 34.40119),977.5,10521.9,5
,240,882802891.0,,bicycle_parking,,,"POLYGON ((132.7147546 34.4050879, 132.714755 34.4047987, 132.7150561 34.4047881, 132.7150786 34.4050867, 132.7147546 34.4050879))",POINT (132.714912 34.4049421),936.2,10077.4,5
?????????????^,2,180590774.0,,college,,,"POLYGON ((132.7113459 34.401178, 132.7116356 34.40124, 132.7117214 34.4009302, 132.7114532 34.4008726, 132.7113459 34.401178))",POINT (132.7115384 34.4010572),935.1,10065.4,4
,133,408288679.0,,yes,,,"POLYGON ((132.7160343 34.4053672, 132.7164559 34.4053587, 132.7164499 34.405157, 132.7161864 34.4051341, 132.7160283 34.4051654, 132.7160343 34.4053672))",POINT (132.7162407 34.4052549),927.8,9986.6,5
,29,371670865.0,,yes,,,"POLYGON ((132.7109997 34.4004118, 132.7110437 34.4004119, 132.7110437 34.4004348, 132.711119 34.4004349, 132.711119 34.4003964, 132.7112111 34.4003964, 132.7112114 34.3999742, 132.7111007 34.3999741, 132.7111007 34.4000092, 132.711 34.4000092, 132.7109997 34.4004118))",POINT (132.7111063 34.4002021),912.6,9823.4,7
,111,397759568.0,,yes,,,"POLYGON ((132.7118519 34.4036126, 132.7118662 34.4032077, 132.7114296 34.4031972, 132.7114265 34.4032843, 132.7114256 34.4033103, 132.7117265 34.4033176, 132.7117228 34.4034237, 132.7117162 34.4036093, 132.7117299 34.4036096, 132.7117706 34.4036106, 132.7118519 34.4036126))",POINT (132.7117097 34.4033507),908.4,9778.1,5
,112,397759574.0,,yes,,,"POLYGON ((132.7146842 34.4038094, 132.7149436 34.4038051, 132.7149397 34.4037006, 132.7151244 34.4036899, 132.715117 34.403521, 132.7148532 34.4035235, 132.714864 34.4035772, 132.714786 34.4035778, 132.7147877 34.4036318, 132.7146834 34.403633, 132.7146842 34.4038094))",POINT (132.7148977 34.4036617),908.1,9775.1,5
,89,371670940.0,,yes,,,"POLYGON ((132.7149854 34.3981324, 132.7156931 34.3981263, 132.7156924 34.3980692, 132.7157156 34.398069, 132.7157148 34.3980034, 132.7149839 34.3980097, 132.7149854 34.3981324))",POINT (132.7153448 34.3980675),902.6,9715.8,8
?????????????^,6,180591768.0,,college,,,"POLYGON ((132.7140443 34.4028533, 132.7143233 34.4028489, 132.7143286 34.4031587, 132.7140363 34.4031609, 132.7140443 34.4028533))",POINT (132.7141833 34.4030066),899.0,9676.9,5
,70,371670916.0,,yes,,,"POLYGON ((132.7106133 34.4021736, 132.7110788 34.4021722, 132.711078 34.4019844, 132.7106125 34.4019857, 132.7106133 34.4021736))",POINT (132.7108456 34.402079),892.4,9605.7,4
??????A3??,115,397766378.0,,yes,,,"POLYGON ((132.7136366 34.3996643, 132.7143876 34.3996493, 132.7143854 34.3995347, 132.7136262 34.3995476, 132.7136366 34.3996643))",POINT (132.7140077 34.3995989),889.3,9572.1,8
?????????????????????`,98,371670949.0,,yes,,,"POLYGON ((132.7180757 34.4014249, 132.7182505 34.4013185, 132.7180362 34.4010789, 132.7177462 34.4012556, 132.7178595 34.4013822, 132.7179747 34.401312, 132.7180757 34.4014249))",POINT (132.7180054 34.4012602),888.5,9563.5,6
IDEC staff Parking Area,238,694212097.0,,parking,,,"POLYGON ((132.7146008 34.396285, 132.7146022 34.3964266, 132.7149085 34.3964293, 132.7149036 34.3965564, 132.7144111 34.3965401, 132.7144157 34.3962861, 132.7146008 34.396285))",POINT (132.714616 34.3964476),877.1,9440.8,8
,72,371670921.0,,yes,,,"POLYGON ((132.7119015 34.4053972, 132.7121397 34.4053952, 132.7121351 34.4050344, 132.711897 34.4050364, 132.7119015 34.4053972))",POINT (132.7120183 34.4052158),876.1,9430.0,5
???????????`??????????????,146,429436389.0,,yes,,,"POLYGON ((132.7133375 34.4000663, 132.7135614 34.4000671, 132.7135631 34.3996942, 132.7133393 34.3996935, 132.7133375 34.4000663))",POINT (132.7134503 34.3998803),850.8,9157.8,8
